date,mobility_overall,mobility_full-service_restaurants,mobility_fitness_centers,mobility_limited-service_restaurants,mobility_religious_organizations,mobility_grocery_stores,mobility_department_stores,mobility_pharmacies,infect_overall_mean,infect_overall_2.5,infect_overall_97.5,infect_lower-income_mean,infect_lower-income_2.5,infect_lower-income_97.5,infect_higher-income_mean,infect_higher-income_2.5,infect_higher-income_97.5,infect_less-white_mean,infect_less-white_2.5,infect_less-white_97.5,infect_more-white_mean,infect_more-white_2.5,infect_more-white_97.5
2020-03-16,2058.911321,10294.5566,205.8911321,2058.911321,205.8911321,205.8911321,205.8911321,308.8366981,80.11651219,41.59895825,112.4712575,127.8782791,93.9828316,161.7737265,60.08738414,46.22106472,73.95370356,120.1747683,103.2270445,135.5817899,66.25019277,58.54668198,78.57581003
2020-03-17,1853.020189,9265.100944,185.3020189,1853.020189,185.3020189,185.3020189,185.3020189,277.9530283,96.13981463,49.9187499,134.965509,153.4539349,112.7793979,194.1284718,72.10486097,55.46527767,88.74444427,144.2097219,123.8724535,162.6981478,79.50023132,70.25601838,94.29097204
2020-03-18,1667.71817,8338.59085,166.771817,1667.71817,166.771817,166.771817,166.771817,250.1577255,115.3677776,59.90249988,161.9586108,184.1447219,135.3352775,232.9541662,86.52583316,66.5583332,106.4933331,173.0516663,148.6469442,195.2377774,95.40027759,84.30722206,113.1491664
2020-03-19,1500.946353,7504.731765,150.0946353,1500.946353,150.0946353,150.0946353,150.0946353,225.1419529,138.4413331,71.88299986,194.350333,220.9736662,162.402333,279.5449994,103.8309998,79.86999984,127.7919997,207.6619996,178.376333,234.2853329,114.4803331,101.1686665,135.7789997
2020-03-20,1350.851718,6754.258588,135.0851718,1350.851718,135.0851718,135.0851718,135.0851718,202.6277577,166.1295997,86.25959983,233.2203995,265.1683995,194.8827996,335.4539993,124.5971998,95.84399981,153.3503997,249.1943995,214.0515996,281.1423994,137.3763997,121.4023998,162.9347997
2020-03-21,1215.766546,6078.83273,121.5766546,1215.766546,121.5766546,121.5766546,121.5766546,182.3649819,199.3555196,103.5115198,279.8644794,318.2020794,233.8593595,402.5447992,149.5166397,115.0127998,184.0204796,299.0332794,256.8619195,337.3708793,164.8516797,145.6828797,195.5217596
2020-03-22,1094.189891,5470.949457,109.4189891,1094.189891,109.4189891,109.4189891,109.4189891,164.1284837,239.2266235,124.2138238,335.8373753,381.8424952,280.6312314,483.053759,179.4199676,138.0153597,220.8245756,358.8399353,308.2343034,404.8450552,197.8220156,174.8194557,234.6261115
2020-03-23,984.7709022,4923.854511,98.47709022,984.7709022,98.47709022,98.47709022,98.47709022,147.7156353,287.0719482,149.0565885,403.0048504,458.2109943,336.7574777,579.6645109,215.3039612,165.6184317,264.9894907,430.6079224,369.8811641,485.8140662,237.3864187,209.7833468,281.5513338
2020-03-24,886.293812,4431.46906,88.6293812,886.293812,88.6293812,88.6293812,88.6293812,132.9440718,344.4863379,178.8679062,483.6058205,549.8531932,404.1089733,695.597413,258.3647534,198.742118,317.9873888,516.7295068,443.8573969,582.9768795,284.8637025,251.7400161,337.8616006
2020-03-25,797.6644308,3988.322154,79.76644308,797.6644308,79.76644308,79.76644308,79.76644308,119.6496646,413.3836055,214.6414874,580.3269846,659.8238318,484.9307679,834.7168956,310.0377041,238.4905416,381.5848666,620.0754082,532.6288763,699.5722554,341.836443,302.0880194,405.4339207
2020-03-26,717.8979877,3589.489938,71.78979877,717.8979877,71.78979877,71.78979877,71.78979877,107.6846982,496.0603265,257.5697849,696.3923815,791.7885981,581.9169215,1001.660275,372.0452449,286.1886499,457.9018399,744.0904898,639.1546515,839.4867065,410.2037316,362.5056232,486.5207049
2020-03-27,646.1081889,3230.540945,64.61081889,646.1081889,64.61081889,64.61081889,64.61081889,96.91622834,595.2723919,309.0837419,835.6708578,950.1463178,698.3003058,1201.99233,446.4542939,343.4263799,549.4822079,892.9085878,766.9855818,1007.384048,492.2444779,435.0067479,583.8248459
2020-03-28,581.49737,2907.48685,58.149737,581.49737,58.149737,58.149737,58.149737,87.2246055,714.3268702,370.9004903,1002.805029,1140.175581,837.960367,1442.390796,535.7451527,412.1116559,659.3786494,1071.490305,920.3826982,1208.860857,590.6933735,522.0080975,700.589815
2020-03-29,523.347633,2616.738165,52.3347633,523.347633,52.3347633,52.3347633,52.3347633,78.50214495,857.1922443,445.0805884,1203.366035,1368.210698,1005.55244,1730.868955,642.8941832,494.5339871,791.2543793,1285.788366,1104.459238,1450.633029,708.8320482,626.409717,840.707778
2020-03-30,471.0128697,2355.064349,47.10128697,471.0128697,47.10128697,47.10128697,47.10128697,70.65193046,1028.630693,534.096706,1444.039242,1641.852837,1206.662928,2077.042746,771.4730198,593.4407845,949.5052552,1542.94604,1325.351085,1740.759635,850.5984578,751.6916604,1008.849334
2020-03-31,423.9115828,2119.557914,42.39115828,423.9115828,42.39115828,42.39115828,42.39115828,63.58673741,1234.356832,640.9160473,1732.847091,1970.223405,1447.995514,2492.451295,925.7676238,712.1289414,1139.406306,1851.535248,1590.421302,2088.911561,1020.718149,902.0299924,1210.6192
2020-04-01,381.5204245,1907.602122,38.15204245,381.5204245,38.15204245,38.15204245,38.15204245,57.22806367,1481.228198,769.0992567,2079.416509,2364.268085,1737.594617,2990.941554,1110.921149,854.5547297,1367.287567,2221.842297,1908.505563,2506.693874,1224.861779,1082.435991,1452.74304
2020-04-02,392.7235114,1999.019337,37.57110436,383.1087724,36.51914212,38.67157548,36.94021604,58.07914718,1777.473838,922.9191081,2495.299811,2837.121703,2085.11354,3589.129865,1333.105378,1025.465676,1640.745081,2666.210757,2290.206676,3008.032648,1469.834135,1298.923189,1743.291649
2020-04-03,386.8562923,1932.35338,37.93123151,366.9046479,36.30085771,39.39037514,37.52605185,56.92919291,2132.968605,1107.50293,2994.359773,3404.546043,2502.136249,4306.955838,1599.726454,1230.558811,1968.894097,3199.452908,2748.248011,3609.639178,1763.800962,1558.707827,2091.949978
2020-04-04,389.6846881,2015.646659,39.550423,384.3666367,35.18441322,39.33007903,36.19714978,57.41515599,2559.562326,1329.003516,3593.231727,4085.455252,3002.563498,5168.347005,1919.671745,1476.670573,2362.672917,3839.34349,3297.897613,4331.567014,2116.561154,1870.449392,2510.339974
2020-04-05,388.5006655,1996.013791,39.49463627,377.4855028,34.13430841,40.59162791,34.91043294,59.74518166,3071.474792,1594.804219,4311.878073,4902.546302,3603.076198,6202.016406,2303.606094,1772.004687,2835.2075,4607.212187,3957.477135,5197.880417,2539.873385,2244.539271,3012.407969
2020-04-06,402.4351941,1901.604786,41.09775074,369.9646636,33.12245137,39.25331977,33.29963897,60.7002902,3685.76975,1913.765062,5174.253687,5883.055562,4323.691437,7442.419687,2764.327312,2126.405625,3402.249,5528.654625,4748.972562,6237.4565,3047.848062,2693.447125,3614.889562
2020-04-07,385.5599836,1854.14978,42.06197269,375.288705,33.75140862,38.39867711,32.11749224,58.98185749,4422.9237,2296.518075,6209.104425,7059.666675,5188.429725,8930.903625,3317.192775,2551.68675,4082.6988,6634.38555,5698.767075,7484.9478,3657.417675,3232.13655,4337.867475
2020-04-08,400.9639033,1865.291132,43.95752896,369.588885,35.19870149,39.40511175,31.54841579,59.6985807,5307.50844,2755.82169,7450.92531,8471.60001,6226.11567,10717.08435,3980.63133,3062.0241,4899.23856,7961.26266,6838.52049,8981.93736,4388.90121,3878.56386,5205.44097
2020-04-09,382.3498794,1814.747241,42.08114435,373.8195977,35.84292866,37.9357198,32.40515647,57.01046832,6369.010128,3306.986028,8941.110372,10165.92001,7471.338804,12860.50122,4776.757596,3674.42892,5879.086272,9553.515192,8206.224588,10778.32483,5266.681452,4654.276632,6246.529164
2020-04-10,364.0938274,1789.88028,42.57940769,360.6192088,35.62560579,36.25283765,33.69306356,55.89466999,7642.812153,3968.383234,10729.33245,12199.10401,8965.606565,15432.60146,5732.109115,4409.314704,7054.903526,11464.21823,9847.469505,12933.9898,6320.017742,5585.131958,7495.834997
2020-04-11,357.7453916,1717.641898,44.31651373,350.7781314,34.61815956,37.36838876,33.27651974,58.04314977,9171.374584,4762.05988,12875.19894,14638.92482,10758.72788,18519.12176,6878.530938,5291.177645,8465.884232,13757.06188,11816.96341,15520.78776,7584.021291,6702.15835,8995.001996
2020-04-12,372.7496177,1637.927888,44.23423966,341.1436014,33.82878025,35.59025623,34.25098911,57.54783266,11005.6495,5714.471856,15450.23872,17566.70978,12910.47345,22222.94611,8254.237126,6349.413174,10159.06108,16508.47425,14180.35609,18624.94531,9100.825549,8042.59002,10794.0024
2020-04-13,382.4214388,1604.882572,44.75803069,339.660532,33.01718528,35.24530982,34.1939099,57.36897464,13206.7794,6857.366228,18540.28647,21080.05174,15492.56814,26667.53533,9905.084551,7619.295808,12190.87329,19810.1691,17016.42731,22349.93437,10920.99066,9651.108024,12952.80287
2020-04-14,395.5765262,1643.54645,45.75731363,341.1094596,33.61766937,36.83171403,34.06866898,54.92208975,13338.8472,6925.93989,18725.68933,21290.85225,15647.49383,26934.21068,10004.1354,7695.488766,12312.78203,20008.27079,17186.59158,22573.43371,11030.20057,9747.619104,13082.3309
2020-04-15,407.6335433,1599.623968,46.10785899,347.6280732,34.18481682,37.90295318,34.29686499,54.51319786,13472.23567,6995.199289,18912.94622,21503.76078,15803.96876,27203.55279,10104.17675,7772.443654,12435.90985,20208.3535,17358.45749,22799.16805,11140.50257,9845.095295,13213.15421
2020-04-16,396.2071914,1529.623121,47.06467538,349.3376204,33.94863902,38.89945645,33.19094651,55.12136011,13606.95802,7065.151282,19102.07569,21718.79838,15962.00845,27475.58832,10205.21852,7850.168091,12560.26895,20410.43704,17532.04207,23027.15973,11251.9076,9943.546248,13345.28575
2020-04-17,379.8633814,1580.405445,46.54810528,350.9144202,35.41771302,37.969338,32.12531767,54.35403236,13743.0276,7135.802794,19293.09644,21935.98637,16121.62854,27750.3442,10307.2707,7928.669772,12685.87163,20614.54141,17707.36249,23257.43133,11364.42667,10042.98171,13478.73861
2020-04-18,366.8376211,1570.002812,44.31130825,364.0968911,35.81032469,36.28749905,30.53779927,52.28488565,13880.45788,7207.160822,19486.02741,22155.34623,16282.84482,28027.84764,10410.34341,8007.956469,12812.73035,20820.68682,17884.43611,23490.00564,11478.07094,10143.41153,13613.526
2020-04-19,350.4031976,1642.161368,45.94153163,365.9202461,34.74606419,34.72811885,31.82679326,54.79207006,14019.26246,7279.232431,19680.88768,22376.89969,16445.67327,28308.12612,10514.44684,8088.036034,12940.85765,21028.89369,18063.28048,23724.9057,11592.85165,10244.84564,13749.66126
2020-04-20,346.2596255,1663.997177,45.8506275,353.1657722,33.01489644,34.05424298,33.11952662,53.42372938,14159.45508,7352.024755,19877.69656,22600.66869,16610.13,28591.20738,10619.59131,8168.916394,13070.26623,21239.18263,18243.91328,23962.15476,11708.78017,10347.2941,13887.15787
2020-04-21,338.6984457,1601.596632,44.50768944,343.4396447,31.70758197,33.84854435,34.02172282,54.50782455,14301.04963,7425.545002,20076.47353,22826.67538,16776.2313,28877.11945,10725.78723,8250.605558,13200.96889,21451.57445,18426.35241,24201.7763,11825.86797,10450.76704,14026.02945
2020-04-22,324.2045857,1655.75921,45.10206829,341.7730971,31.59862129,34.75079569,33.70563943,56.02535267,14444.06013,7499.800452,20277.23826,23054.94213,16943.99361,29165.89065,10833.0451,8333.111614,13332.97858,21666.0902,18610.61594,24443.79407,11944.12665,10555.27471,14166.28974
2020-04-23,339.7377029,1575.261864,46.92856956,325.491644,32.65597336,34.71886639,32.85741699,54.85070526,14588.50073,7574.798457,20480.01064,23285.49155,17113.43355,29457.54955,10941.37555,8416.44273,13466.30837,21882.7511,18796.7221,24688.23201,12063.56791,10660.82746,14307.95264
2020-04-24,326.4005956,1615.931078,45.54620295,337.6096013,33.88087595,34.98022992,32.4910159,54.35456208,14734.38574,7650.546442,20684.81075,23518.34647,17284.56789,29752.12505,11050.7893,8500.607157,13600.97145,22101.57861,18984.68932,24935.11433,12184.20359,10767.43573,14451.03217
2020-04-25,313.5797443,1589.274441,47.3295475,343.2203341,32.3555099,35.42226953,33.88176085,56.88220651,14881.7296,7727.051906,20891.65886,23753.52993,17457.41357,30049.6463,11161.2972,8585.613229,13736.98117,22322.59439,19174.53621,25184.46547,12306.04563,10875.11009,14595.54249
2020-04-26,304.9992274,1561.13579,45.13433948,351.3508055,30.98789177,35.54780141,33.74655035,56.00918027,15030.54689,7804.322425,21100.57545,23991.06523,17631.9877,30350.14276,11272.91017,8671.469361,13874.35098,22545.82034,19366.28157,25436.31013,12429.10608,10983.86119,14741.49791
2020-04-27,310.7796746,1558.657542,44.61891491,345.8116094,29.53343906,36.79131951,34.80635074,56.25485215,15180.85236,7882.365649,21311.5812,24230.97588,17808.30758,30653.64419,11385.63927,8758.184055,14013.09449,22771.27854,19559.94439,25690.67323,12553.39715,11093.6998,14888.91289
2020-04-28,313.7324329,1549.79932,46.78419485,360.6276462,29.21767079,35.30498035,34.58908954,54.05135185,15332.66089,7961.189306,21524.69701,24473.28564,17986.39065,30960.18063,11499.49566,8845.765895,14153.22543,22998.99133,19755.54383,25947.57996,12678.93112,11204.6368,15037.80202
2020-04-29,322.2507467,1553.360424,49.00303392,353.3719673,29.62191871,35.40310803,33.01797474,51.73183901,15485.98749,8040.801199,21739.94398,24718.0185,18166.25456,31269.78244,11614.49062,8934.223554,14294.75769,23228.98124,19953.09927,26207.05576,12805.72043,11316.68317,15188.18004
2020-04-30,315.3415544,1527.832856,48.06622229,365.8477064,28.58805437,33.71023732,32.74165335,49.67825261,15640.84737,8121.209211,21957.34342,24965.19869,18347.91711,31582.48026,11730.63553,9023.56579,14437.70526,23461.27105,20152.63026,26469.12632,12933.77763,11429.85,15340.06184
2020-05-01,316.6526405,1600.560608,47.64491916,358.6626283,28.74091793,32.33969619,32.60934388,49.45335053,15797.25584,8202.421303,22176.91686,25214.85067,18531.39628,31898.30507,11847.94188,9113.801448,14582.08232,23695.88376,20354.15657,26733.81758,13063.11541,11544.1485,15493.46246
2020-05-02,306.0505571,1667.029365,45.30879115,359.7841125,29.47892266,31.54806198,34.0531761,49.23065491,15955.2284,8284.445516,22398.68602,25466.99918,18716.71024,32217.28812,11966.4213,9204.939462,14727.90314,23932.8426,20557.69813,27001.15576,13193.74656,11659.58999,15648.39709
2020-05-03,294.1860323,1740.843964,45.98050961,359.4115093,28.89023592,30.57374472,34.04138133,49.77299009,16114.78069,8367.289971,22622.67288,25721.66917,18903.87734,32539.461,12086.08551,9296.988857,14875.18217,24172.17103,20763.27511,27271.16731,13325.68403,11776.18589,15804.88106
2020-05-04,299.9082909,1784.921837,46.71735962,352.8928938,29.75100057,30.47879073,35.00682103,50.19759734,16275.92849,8450.962871,22848.89961,25978.88586,19092.91612,32864.85561,12206.94637,9389.958745,15023.93399,24413.89274,20970.90786,27543.87899,13458.94087,11893.94774,15962.92987
2020-05-05,298.7711262,1700.484612,47.04266049,337.9696599,29.91929946,31.28013315,36.60930362,50.71575595,16438.68778,8535.4725,23077.38861,26238.67472,19283.84528,33193.50416,12329.01583,9483.858333,15174.17333,24658.03167,21180.61694,27819.31778,13593.53028,12012.88722,16122.55917
2020-05-06,287.9262533,1632.732102,45.62168347,346.5887023,30.46777881,32.25199688,37.67981757,48.41806864,16603.07465,8620.827225,23308.1625,26501.06147,19476.68373,33525.43921,12452.30599,9578.696916,15325.91507,24904.61198,21392.42311,28097.51095,13729.46558,12133.01609,16283.78476
2020-05-07,274.5773289,1646.05748,47.77883129,345.7177087,29.70041994,32.49633429,36.2011406,47.45213095,16769.1054,8707.035497,23541.24412,26766.07208,19671.45057,33860.6936,12576.82905,9674.483885,15479.17422,25153.6581,21606.34734,28378.48606,13866.76024,12254.34625,16446.6226
2020-05-08,279.4648095,1643.531997,46.31303571,329.9184014,29.15977607,31.97270887,35.74527132,45.61634994,16936.79646,8794.105852,23776.65656,27033.7328,19868.16507,34199.30053,12702.59734,9771.228724,15633.96596,25405.19468,21822.41082,28662.27092,14005.42784,12376.88972,16611.08883
2020-05-09,279.7381657,1688.112322,45.17760721,322.0217648,30.41059241,32.5830695,36.18892648,43.43689114,17106.16442,8882.04691,24014.42313,27304.07013,20066.84672,34541.29354,12829.62331,9868.941011,15790.30562,25659.24663,22040.63493,28948.89363,14145.48212,12500.65861,16777.19972
2020-05-10,292.4369688,1663.857232,43.32705844,327.0124633,29.8423781,33.07110959,34.54886856,43.95816147,17277.22606,8970.867379,24254.56736,27577.11083,20267.51519,34886.70648,12957.91955,9967.630421,15948.20867,25915.8391,22261.04127,29238.38257,14286.93694,12625.6652,16944.97172
2020-05-11,283.8912726,1738.693972,42.58106089,328.3292753,31.17357083,32.65487474,35.92324906,44.83408099,17449.99832,9060.576053,24497.11303,27852.88194,20470.19034,35235.57354,13087.49874,10067.30673,16107.69076,26174.99749,22483.65169,29530.7664,14429.80631,12751.92185,17114.42143
2020-05-12,283.6654804,1708.077619,44.37375171,330.6070032,30.33653833,31.66332681,36.28925649,45.11700131,17624.49831,9151.181814,24742.08416,28131.41076,20674.89225,35587.92928,13218.37373,10167.97979,16268.76767,26436.74746,22708.4882,29826.07406,14574.10437,12879.44107,17285.56565
2020-05-13,289.021638,1768.758133,43.29289408,320.2151175,31.51947357,33.08086753,35.1182316,43.01491142,17800.74329,9242.693632,24989.505,28412.72487,20881.64117,35943.80857,13350.55747,10269.65959,16431.45535,26701.11494,22935.57309,30124.3348,14719.84541,13008.23548,17458.4213
2020-05-14,290.7490285,1757.900605,45.4140092,324.5570206,31.10109897,34.0670254,34.63001216,44.94067007,17978.75072,9335.120568,25239.40005,28696.85212,21090.45758,36303.24665,13484.06304,10372.35619,16595.7699,26968.12609,23164.92882,30425.57815,14867.04387,13138.31784,17633.00552
2020-05-15,304.8958003,1691.250478,43.67736382,322.9963773,32.12654817,32.64791644,33.11746893,43.43751785,18158.53823,9428.471774,25491.79406,28983.82064,21301.36216,36666.27912,13618.90367,10476.07975,16761.7276,27237.80735,23396.57811,30729.83393,15015.71431,13269.70101,17809.33557
2020-05-16,317.8451371,1615.506518,41.64241672,325.1923554,32.32528736,33.76649292,31.56478928,42.97308488,18340.12361,9522.756492,25746.712,29273.65884,21514.37578,37032.94191,13755.09271,10580.84055,16929.34487,27510.18542,23630.54389,31037.13227,15165.87145,13402.39803,17987.42893
2020-05-17,302.3415704,1632.032402,41.98892481,324.3154068,33.40450392,32.20501146,32.66785877,42.27510264,18523.52485,9617.984056,26004.17912,29566.39543,21729.51953,37403.27133,13892.64364,10686.64895,17098.63832,27785.28727,23866.84933,31347.50359,15317.53016,13536.42201,18167.30322
2020-05-18,287.9667774,1671.180234,41.37489444,310.3267226,33.58625825,32.77952854,33.18264729,44.349823,18708.7601,9714.163897,26264.22091,29862.05939,21946.81473,37777.30404,14031.57007,10793.51544,17269.62471,28063.14015,24105.51782,31660.97863,15470.70547,13671.78623,18348.97625
2020-05-19,291.3399962,1591.244946,42.30670416,299.0568647,32.8332806,32.21125522,32.22760957,42.45157538,18895.8477,9811.305536,26526.86312,30160.67998,22166.28288,38155.07708,14171.88577,10901.4506,17442.32095,28343.77155,24346.573,31977.58841,15625.41252,13808.50409,18532.46601
2020-05-20,278.1457415,1637.451066,41.95428848,301.4272273,32.39838717,32.85260037,31.17633701,44.21995675,19084.80618,9909.418591,26792.13175,30462.28678,22387.94571,38536.62786,14313.60463,11010.4651,17616.74416,28627.20926,24590.03873,32297.3643,15781.66665,13946.58913,18717.79067
2020-05-21,286.9185239,1625.618187,42.13682921,311.6338537,32.15478741,32.34353643,31.94487431,43.53367563,19275.65424,10008.51278,27060.05306,30766.90965,22611.82516,38921.99413,14456.74068,11120.56975,17792.9116,28913.48136,24835.93911,32620.33794,15939.48331,14086.05502,18904.96858
2020-05-22,284.6430283,1668.106573,41.86205285,301.0860487,31.28125544,32.72929031,30.50650897,42.64812409,19468.41078,10108.59791,27330.6536,31074.57875,22837.94342,39311.21408,14601.30809,11231.77545,17970.84072,29202.61617,25084.29851,32946.54132,16098.87815,14226.91557,19094.01827
2020-05-23,289.3896477,1746.91233,42.76832639,304.5090261,32.28839336,32.480155,31.57663719,41.65381545,19663.09489,10209.68388,27603.96013,31385.32453,23066.32285,39704.32622,14747.32117,11344.0932,18150.54913,29494.64233,25335.14149,33276.00673,16259.86693,14369.18473,19284.95845
2020-05-24,281.1249401,1764.73632,42.3979547,289.495464,32.36708544,32.28950491,31.69454726,43.01644204,19859.72584,10311.78072,27879.99973,31699.17778,23296.98608,40101.36948,14894.79438,11457.53414,18332.05462,29789.58876,25588.49291,33608.7668,16422.4656,14512.87657,19477.80803
2020-05-25,276.0526077,1765.44808,40.59261629,279.3336917,33.79560189,33.35894482,31.56321113,44.16965798,20058.3231,10414.89853,28158.79973,32016.16956,23529.95594,40502.38317,15043.74232,11572.10948,18515.37516,30087.48464,25844.37783,33944.85447,16586.69025,14658.00534,19672.58611
2020-05-26,288.4430559,1825.788995,39.26680296,267.4669691,33.10281372,33.73931276,30.0288209,44.82572565,20258.90633,10519.04752,28440.38773,32336.33125,23765.2555,40907.407,15194.17974,11687.83057,18700.52892,30388.35949,26102.82161,34284.30301,16752.55715,14804.58539,19869.31197
2020-05-27,294.6155651,1821.515542,38.45843632,258.7312124,33.55425202,32.7734758,28.88236727,46.10690543,20461.49539,10624.23799,28724.7916,32659.69456,24002.90805,41316.48107,15346.12154,11804.70888,18887.53421,30692.24308,26363.84983,34627.14604,16920.08273,14952.63125,20068.00509
2020-05-28,289.2164743,1793.363219,39.78810755,255.1439968,34.41912022,34.02710336,30.10358179,48.28702357,20666.11034,10730.48037,29012.03952,32986.29151,24242.93713,41729.64589,15499.58276,11922.75597,19076.40955,30999.16551,26627.48833,34973.4175,17089.28355,15102.15756,20268.68514
